0.000282703960518452+0.000139906464051853i,-0.000373751250736963+0.00037075100241229i,-0.000923976209773386+0.000650023707960762i,-0.000234742201183337-0.00034808367609684i,0.00067851105462731-0.000681723492814341i,0.000158080550321147-0.00123302249741018i,0.000623421171340263+0.000339113177274129i,0.00042421090471344+0.000415954574801201i,-0.000466474886130758+0.00021911816294712i,-0.00135475256566704-6.56957592063203e-05i,-0.00132228120300838-7.25917348594259e-05i,-0.00023887641857247-0.00115767361284705i,0.00178192459354802-4.77282991638743e-05i,0.000956241253814269+0.00134700756352397i,1.75755277626174e-05+0.00145445792722539i,0.000101084595776783+0.000204634002409492i,-0.000686815686455765-0.000274292035830495i,-0.00113111622609672-0.00101248651872956i,-0.000394205847865682+2.34941287191344e-05i,0.00049943568089763+0.000232805654454312i,-8.27482933547166e-05+0.000985009095351491i,-0.000391190302548706+0.0017120068537195i,-0.000932113697103717+0.000598200050610259i,-0.00114101298463414+0.000984625392218973i,-0.00183397026008802+0.000162343598709744i,-0.00155158079383503+0.000760678107878205i,-0.0015379210870064+0.000612033951175771i,-0.00111655799673355+0.000863475955813023i,-0.000326340156869855+0.001367867611047i,-0.000157506915051054+0.00188918034617964i,0.00123791460510276+0.00096008706298704i,0.00144011977104021+0.00108831998285994i,0.000505441573574097-0.000363282771182958i,-8.97157227046041e-05-0.000727521877582302i,0.000385444726539721+0.000420013655066182i,-0.000954628359035554+0.000178318435972513i,0.000605385869320658+3.68299683434195e-05i,0.00116079006151183-0.000699633520855474i,-0.00148109607764345-0.00117316704382905i,-0.001983795811516-0.000677308494521953i,0.000162528475493905+0.000748083234133161i,0.00131301523727988+0.000886765908388934i,0.000821764511562095-0.00136834014112423i,-0.000743922945166-0.00175831185166087i,-0.000859240999174124-0.000567427478623802i,0.000989433586927316+0.000216103880417433i,0.00173652991527397-0.0012832380023991i,-0.000563431870790431-0.000688713226982882i,-0.000836930825332278-0.000273116881723196i,-0.000138038819882764+0.00123479574931088i,-0.000378951812950034-0.00030835924836334i
0.000351623385832283+0.000409034191654378i,-0.000326065164041248-0.000426600083371419i,-0.000444285721284949-0.000822216746606685i,0.000972792058312824-0.000458227767286614i,0.000371301972796923+1.95693007659829e-05i,-9.28019634154184e-06-0.000111533367272112i,-0.000347424523273913-0.000291067477414824i,-0.000601307343240629+0.00162261627748818i,-0.0012800448437192+0.00055668957775915i,0.00024431021129813-0.00148677651472529i,0.0011079979119704-0.00134560891025304i,0.00129387405043944-0.00032360250801792i,-0.000216036361541693+0.0013807202723768i,-0.00128833284606972+0.000644699400368267i,-0.00198843246134379-0.000617595672004032i,-0.000655487650829683-0.00167103286600195i,0.000651768841172569-0.00169528318552657i,0.000121269588330014-9.69990192197507e-05i,0.000355202777411506+0.00103842320509776i,-0.000469304720842197+0.00067291140766565i,-0.000624394008874219+0.000526634147249441i,-0.000654918751634021-0.00134015267479236i,-0.000798562271392247-0.0015021335719563i,-0.000150664281065497-0.00162832913034843i,0.00033964345602729-0.001310841238498i,-0.000821716599149442-0.00220761321954289i,0.00127183311488964-0.00205176757615855i,-0.000388526795741462-0.00128712820738876i,-0.00094768296766943-0.00112238130390404i,-0.00115261368606017-0.000556642320776629i,-0.00097013187260646-0.000232850898494875i,-0.00115643965376193+0.00053781181986526i,-0.000263087495716667+0.000350731052242664i,4.54872351208509e-05-0.00068795401165473i,-5.91271617013924e-05+0.000140834673668673i,-0.00130132466230222+0.000464244823360962i,-7.6011427509501e-06+0.000149355834340635i,0.00228152842947979+0.00111954490860722i,0.000305693453205287-0.00114161215581681i,0.000236781578331671-0.00203401855172674i,-0.0023385885320686-0.000464977661452962i,-0.00155080684051474+0.00201678897221578i,0.00111379587175353+0.000554841003183568i,0.000573102225241369-0.000907650821882643i,-0.000186428677496449-0.00178958420009796i,-0.000887849521033627+0.00156375869187575i,0.000546827444182399+0.00167332674384667i,0.000203584112062468-0.000972313000979377i,-0.000312190505420605-0.00107659385540963i,-0.000389476095324204+0.000213120755371779i,4.77889215754539e-05+0.000934627637282865i
-0.000712501189247003+0.00100063774941494i,-0.000194595973402229-0.000840959564229162i,0.000265366128040477-0.000585780060390603i,0.00137594283823101+0.00101815936523584i,-0.000679205713760913-0.000107635800494855i,0.000515151101262083+0.00153215180415468i,-0.000686962291379283-0.000915688939614971i,0.000284590230965402-0.00172114460671333i,0.000563701451703247-0.000394660908820656i,0.00186971661938978+0.000395298006229616i,0.000288798747193549+0.000966260291110691i,-0.00109653181870125+0.00178742606378352i,-0.00139425186206646-0.000130478061906898i,-0.000854567521174787-0.00136681497771029i,-0.000186561092745409-0.00172391722270686i,0.000428068722589684-0.00163703722644518i,0.00134497008334503-8.93602915212368e-05i,-1.93371426972695e-05+0.00138230616772888i,0.000520471528653275+0.00177514769383187i,-0.000775254817539093+0.000175146083946119i,0.000924985137772546+0.000273882562253422i,0.00127727750377152-0.000525103040797986i,0.0010695837216384-0.000246289913919337i,0.000836099257121572+0.00106582313354228i,0.00133017411681801+0.00141468803609309i,0.00136686747450054+0.00095291675573814i,0.00144534147794095+0.00171902746497336i,0.0017957004214137-0.000252640884645298i,0.00175274296078917+0.000237063487229321i,0.00165383162024039-0.000733490160397973i,0.000228231521311435-0.00111363330918363i,-0.000846310558419562-0.00158539801813055i,3.15944040641191e-05-0.000128384456241278i,0.000544009571896961+7.04233177725022e-05i,-0.000609779829235117-0.000823081483125631i,-5.13936737457076e-05-0.000248503125097306i,-0.000252914156838887-8.92825136815723e-05i,-0.000355900169042639+0.000483274455512113i,0.0010083649254021+0.000139079300868182i,0.00122910367686565+0.000580115003454882i,0.000663177382500416-0.00113458953097204i,-0.00112494714144052-0.00152270184540243i,-0.00112018684884419+0.000999833807875699i,0.00037125840578988+0.000759686920760746i,0.000950331064818312+0.000327026919184202i,-0.000545093676116602-0.000469650997814992i,-0.000225564704890589-7.0134980388858e-05i,0.00158111850680033-0.00062078365361019i,8.52110253330367e-05-0.000399799908286524i,-0.00133629260609183+0.000189974695439342i,-0.000282298351276251-0.000121907509087779i
-0.000477939154223585+0.000164741472385838i,0.000589986283873944+3.94446072351093e-05i,0.000710081537170135-0.000133700625224496i,-0.000634476999526918+0.000903955150473319i,7.91711111289249e-05-0.000695561203262619i,-1.86491917290566e-05-0.000321692335251462i,-0.000610499990061633+0.000159541979926804i,-0.000146811414436246+0.000294453262268822i,0.000163001711555491+0.000380682905796497i,-0.000189486402445484+0.000765578525866505i,-0.00140282130020372+0.000727889090697765i,-0.00150503063704786-2.75729703090883e-05i,0.000663086197383651-0.00126020550061372i,0.00190174843633634-0.000838242699510615i,0.00123127080372817+0.0001896731214525i,0.000249624322356692+0.0011481985546409i,-0.00212327662017471+0.000842392633767769i,-0.000694002987266168+0.000196342023629445i,-0.000250730993021777+0.000196722048296854i,0.000367943272266863+0.000259326434630803i,-0.00070761061280082-0.00042860634193677i,8.17482177697547e-06+0.000155885368541488i,-0.000201832497530325+0.000805551486595756i,-0.00210087156319934+0.000162939816329147i,-0.00229446283974107+0.000520387619837614i,-0.00236976345074006+0.000523164446639646i,-0.00277468141585877+0.00114890791878277i,-0.00146023032312463+0.00183049917957253i,-0.000655473421470724+0.00195309488632191i,0.000490849414291146+0.00129103520978357i,0.000822198482426457-0.000351470066978449i,0.00125352631184213-0.00113971271500997i,0.000138459398388565-0.000210092759741899i,0.000279943417282945+0.000310173491254984i,-0.000688862488866018+0.000851328701734167i,0.000940746556373897+3.05980330539266e-05i,-7.45831295737935e-05-0.00168607406455425i,-0.000604945554161309-0.000851162791497124i,-0.000235902740514492+0.000422739165913804i,0.000319675031964887+0.000970876807567973i,0.00231487584323117+0.000137936320116323i,0.000667051491459975-0.00132071920695533i,-0.0013102750164042-0.00125668231972547i,-0.000791252691209589+0.000516713386316966i,-0.000381465626981747+1.21593430828e-05i,0.000470838539882107-9.98192299768091e-05i,-0.000335684136872027+0.000280698679456951i,-0.000549367585206343-2.30990444771331e-05i,-8.25569930725773e-05+2.81040424116603e-05i,0.000682260119054909-0.000646454652216633i,0.000331110858172673-0.00101794897164406i
0.0008695368546216-0.0010223542885849i,0.000327657258231208-5.24238958415788e-05i,-0.000943350123064848-0.000282446205327753i,0.000699629453377609-0.000266942297179328i,0.000885872304127139-2.02412397076532e-05i,9.5257283651952e-05+0.000901389317261323i,8.76937104720649e-05+0.000382304613956444i,-0.000301154077041608-0.000194853373608241i,-0.000888320316366771-9.71807485991714e-05i,-0.00132377125693417-0.000758744929497913i,-0.000663346374474629-0.000925330228852572i,0.00212200523206906-0.00162108556278948i,0.00167255682954325-0.000237324890468423i,0.000657044486881292+0.00211622735465721i,-0.00209027280961084+0.000603502158884392i,-0.00145037833860905-5.74801816186792e-05i,-3.68403242518866e-05-0.00194403818072882i,0.000317228055532802-0.00107829061441769i,0.000477400816444418-0.00091259079592299i,0.000298764833139589-0.000130040350724099i,-0.000180161721547036+0.000698513193760843i,1.49321212994125e-05+0.000459213288287232i,-3.2634021399498e-08-0.00033989140029273i,-0.000998932118141152-0.00068012200059716i,0.00110709579855107-0.00173704707879326i,0.00138013851065586-0.00244957045302698i,0.000280057637325951-0.00273722757238563i,0.000127875861807886-0.00159525044806626i,-0.000658877511784633-0.00302293348845619i,-0.00172253211123292-0.00108998279061873i,-0.00156925874707649-0.00154694443861706i,-0.000756784987752974-0.000423397619593335i,0.000695424067553639+0.000696348201993018i,0.000557485639790808-0.000818572627040201i,-0.00103565164689523-0.00028282204754156i,-0.000633937317441731+0.00107065971358475i,0.00162115594303208+0.000826410504421644i,0.001637146826945-0.000649981703007295i,-0.000482278691406044-0.000248915950746793i,-0.000914131397156454-0.000473137398165558i,-0.000681209948158017+0.000673513289598828i,0.000790590065075703+0.00101056588126482i,0.000777787006132366-0.000490867240459889i,0.00149019157694522-0.000284921987780373i,0.000153564052868129-0.000317711113439547i,-0.000390721885866279-0.00057227416813505i,-0.000933591545790346+0.000222282591387791i,-0.000264298981956153+0.000569188108080398i,-0.000172339047374965-6.66254694644405e-05i,0.000607193342970167-0.000368394018354481i,0.000334195669399605-0.000295592642308901i
6.80513621903825e-06+0.000633219693910238i,-0.000950760685340434+0.000310286525268528i,-0.000238789989634007-0.000541063958299429i,0.000595723579284189-0.000660719122324178i,0.00050928552529708+0.000307318893063865i,-0.000143409035506985+0.000324898607549705i,-0.000810813790149225-0.000109889310870616i,-7.31826307740479e-05-0.000525061440258689i,-0.000421649454025441-0.00095156512020671i,0.000810393882102194-0.00100883172137319i,0.00154527213993726-0.000729226273291927i,3.16927537795262e-05+0.0020648094015414i,-0.0017229827173753+0.00138448300476062i,-0.00192294328946383-0.00131726515370805i,0.000885128505549755-0.00229878124339257i,0.0015404645977111-0.00116347078926456i,0.000698524861319362+0.00208121957426841i,-0.00027106291809696+0.000184501842314424i,-0.000776150426919832-0.000204411051548211i,-0.000638523373707942-5.39813240400205e-05i,-0.000503285641853467-0.000279425083769613i,0.000109774624531147-0.00022088496547148i,2.77906919034709e-06+0.00291630567869687i,0.00101013829175233+0.00253590686007546i,0.00127977247998329+0.00239055872579842i,0.00114021648301742+0.00162850501549574i,0.00138582518672027+0.00182904314818617i,0.00116317837763673+0.00203356059762994i,0.00131719699771781+3.96742310365177e-05i,0.00227212201228722-0.000344379956609871i,0.000464194158666108-0.000831986601929327i,-0.000500601176041517-0.000343404543952477i,-0.000826204680476284-0.000449939894015596i,0.000505614172840064+0.00100174307681231i,0.000675615388287807+0.000223590899542936i,0.00129066455816415-0.00060877206186621i,-0.00098467658839682-0.000746240399070092i,-0.000718336496510347+0.00217317638964263i,0.0010253578092531+0.00106245791118723i,0.00186170688766466-0.000483389005697348i,0.000610949737198945-0.00143993035530516i,-0.000201030355934536+0.000212106315227401i,-0.000359380991431613+0.000353741692025141i,-0.000468224730543305+0.000289398764650798i,0.000475968729756604-8.59092376906848e-05i,0.000536595252456958+2.52013951828394e-05i,-0.000791628342339741-0.00108746352907996i,-0.000706294348625402-0.000741040436828578i,-0.000562258792023386+0.000179220329135687i,0.000214900505314729+0.00106155107181053i,0.000590656507452132-0.000449249477934425i
-0.000986063298608698+0.000164919558269016i,-0.000295912401317051-0.000426607466046408i,0.00121720371630456-0.000591658490475937i,-0.000625313681158621-0.000158195471987074i,-0.000679452515098937-0.000463770362649233i,-0.000832348156427743+0.000321230366485034i,0.000240735694968502-8.48704108257559e-05i,0.000878165460338155+0.000309292820399704i,0.000120276045324865+0.000698031338427213i,0.000400280586476026+1.17989180589518e-05i,0.000411636043613989+4.12514183435142e-05i,-0.00107929649156505+0.000448868168396273i,-0.00128422436261714-0.00013495930904923i,-0.000171789939798688-0.000964696850236522i,0.000888429632123056+0.00131673995622258i,0.00041315840039405+0.00233554221250631i,-0.00191471580879457+0.0022151646260399i,-0.00256173254059316-0.000179642217915237i,-0.000157431172506613-0.00140934000402439i,0.000556250207584363-0.000887983893793205i,0.000791134786201469-0.000610387236412049i,-0.000419784946576298-0.00121242482031804i,-0.0017205477288018+0.00110460852633255i,-0.00292247346642167+0.000680778485294079i,-0.00316413025441285+0.000366187033744695i,-0.0032702852383822+0.000233819160820856i,-0.00233915444783037+0.00163881766553785i,-0.00214845675450399+0.00200464701865383i,0.000122600735744778+0.00233079351257602i,0.000586035131742139+0.00133375141846233i,0.00114358401732584+0.000740066877240198i,0.000419423788203037+0.000142231405568446i,-0.000167651442041826-0.000873703089823024i,-0.00130543961575186+0.000643782962405176i,-1.09936894879922e-05+0.00125432153013321i,0.00141733358627662+0.00172245275061134i,-0.000241115284696572-0.00238504416921787i,9.93106266400306e-05-0.0015638101859576i,-0.00107924433128408+0.00176086326633111i,-0.00126995738698143+0.00131716737900045i,0.00147143905958276+0.000589609589974589i,0.000877026242655853-0.00131322442036035i,0.000301435794071259-0.000421419704104231i,-0.000775607870704173+0.000465075273304803i,-0.000384758940684053+0.000204620412309523i,0.000625248667342585+0.000302039786405827i,0.000248003964660482-0.0010311159435134i,-0.000493438331238562-0.000738794566646012i,0.000248784726375761+0.000461370706791506i,-0.000846332754305499+0.000279340957586384i,-0.000639241514347613-2.78593405343239e-05i
-7.89820363056948e-05-0.000930009202400618i,-0.000310013015800778-0.000874142897980472i,-5.98922135054812e-05-0.000484228317980164i,-0.000539803352786322+0.000129830196354016i,-0.000280263678279537-0.0012511795336567i,0.000378994497225065-0.000190481753197068i,0.000560073188188368+0.001031325271694i,6.93916573740283e-07+0.00153105062400582i,-0.000608053006514495-0.000576624043266751i,-0.000425308877256161-0.000225692463259772i,-0.000170069323654316-0.00036671806726352i,-0.000402543738611182+0.000731887949097146i,0.00112796550020078-0.000452973282597036i,-0.00051108779266882+0.000685218339567548i,-0.00227743448365838+0.00118712394135395i,-0.00287672498296609-0.000424272155764303i,-0.000850267385795923-0.00393550870481688i,0.00164907621399614-0.00348372890627279i,0.00227496843996256+0.00022568924143379i,0.00090713299466427+0.00124133352630634i,-0.00094399886124142+0.00149356601549182i,-0.00127069032161126+0.000308188354337046i,-0.000895898771111326-0.00180477749734997i,-1.8466525608791e-06-0.00356097530183715i,-0.000334452972491992-0.00254636147625171i,-0.000675981825908683-0.00293795414660302i,-0.00124825124485062-0.00226654060245315i,-0.0012237773872298-0.00152659110252629i,-0.00135790307715971-0.000677282423060251i,-0.000976451663566482+0.000656523799836094i,-0.000481151282785377+0.00281348530829547i,0.000863641473392075+0.00249801930810513i,0.00115104966266934-0.00212643028019527i,-0.000466872249930495-0.001643597579251i,-0.00217340093086157-0.000105173136207317i,-0.00147755157632955+0.00172908907276185i,0.000818676579432564+0.00174984425096352i,0.000603010208009116-0.000741714062506721i,-0.000137200548283049-0.00159829644946356i,-0.000760868157295719-0.00154529286950811i,-0.000723149683208897+0.000597351207559519i,0.00106018044538428+0.000340106027234245i,0.00146832161640591-0.0016360956503198i,0.00105553671562541-0.000602676825323558i,9.38749200304703e-05-2.61145796133839e-05i,-0.000472564753674804-0.000534124221367633i,0.000147428569644081-0.000315831982410181i,0.000562907364331853-7.22602305879642e-05i,-5.41204608295453e-05-0.000189893689524805i,-5.21978469995586e-05-0.000758880914340034i,-0.000469297129839591+0.000223463164459821i
0.00049099892846073-0.00114610135459719i,0.000596664169818881+0.000362123161973003i,-0.000970269310160233+0.00232761297755256i,-0.000632123301791943-0.000504240814350884i,0.000276910131311804-0.00127852323539726i,-0.000367915723200657+0.00016431924780428i,-0.000464859650859456-3.02112331643171e-05i,-0.0013270353161862-0.00027296866279078i,0.000717830123253018-0.00123870228613954i,-1.00082110813134e-05-0.00118941909165289i,0.000787341180754478-0.000797870676534669i,-0.000768344399866015+0.000679790327102504i,-0.000933532052999306-0.0010756470413918i,-0.00179014221620604-0.00242746878077098i,-0.000961145044688697-0.00178609433546561i,0.000989426698840304-0.00305755244908262i,0.00347657297567549-0.0011753514443503i,0.00251031233335424+0.00145835188811622i,0.000145172269999797+0.00275376808049005i,-0.00252316512755624+0.00161272522807333i,-0.00214397274161765+0.000157033956183923i,-0.00105370752425136-0.00102906324126796i,0.000873469613618422-0.00132352318840668i,0.00229632682563163-0.00084075244404192i,0.00308474935406908-0.000882422415865457i,0.00197883284447096-0.00012017805597387i,0.00235206749919875-6.11919939583602e-05i,0.00174589728382584-0.000151771035984604i,-0.00048669669546965-0.00187355078548504i,-0.00167731631436831-0.00101279388847394i,-0.00220388911396933+0.000283242782912665i,-0.000992768170111355+0.00215192702490038i,0.00122173022170268+0.00190132122014357i,0.00253503046328775-0.000599125389215091i,0.00158381357281975-0.00157651988327886i,-0.001397361986002-0.0011959034483548i,-0.000667918882343319+0.000968666208509629i,-0.000154371058620274+0.00102551124003787i,-0.000292964320214674-0.00080941297015836i,-0.00063243384862503-0.00135717187680715i,0.000375649422374116-0.00157333189557715i,-0.000596406464000088+5.97472209920306e-05i,0.000337972280757576+0.00077485157974314i,-0.000762399600115089-0.00066547858167318i,-0.00105587377701265-0.000993857452793063i,3.02001040071009e-06-0.00183727563382551i,0.00101083961739907+0.000157170851639199i,0.000440698276950059-3.62033760177233e-05i,0.000130427825754693+0.000894529434474798i,0.00114248950430076-0.00116323436103658i,0.000205930327592981-0.00115191530100819i
-3.39986532181534e-06+0.000809392878693466i,-0.000156404820431529+0.0007058818025136i,7.71492282245641e-05-0.000967915662020753i,9.85204143770204e-05+0.000318984538869346i,-0.00102632919369257+0.00104316150741048i,-0.000902018051454669+0.000483348943043693i,-0.000282288339963762-0.0013467101365553i,0.00131439600047442+8.66748999460192e-05i,0.000237278966337786-0.000497231714227769i,-0.000465116250484897+0.000708299207776633i,-0.000695260398697314+0.000996598287788116i,-0.000652350909679794-0.000771871549433157i,5.20093845771593e-05-0.000655924817802722i,0.000693468660325283-0.00093088674459922i,0.00183656802681107+0.000188719991130984i,0.00160106447354609+0.00220566922982767i,-0.000547675490182939+0.00277653930608699i,-0.00386242485939155+0.00084611151070199i,-0.00272215820297903-0.0024589186588414i,-0.000493448083201212-0.0037508018314866i,0.00172909387479718-0.00191874107761279i,0.00230043676681678-0.000170501977362692i,0.00175871505589964+0.00225755420848276i,0.000207016867144853+0.0036778904494881i,-0.000908552505193702+0.00183610982990241i,-0.00177086336556519+0.0019969634748652i,-0.00237229060991506+0.001816378202326i,-0.00227970733769887+0.00150481468529179i,0.00192499414391227+0.000629730296387147i,0.00230939614317352-0.00123207462003954i,0.000847539666902216-0.00309385929622962i,-0.00145905167386058-0.00182557213423341i,-0.00284010830228632+0.000268038407783329i,-0.0026883952975018+0.00221763956557761i,0.00241924714643092+0.00151776981099599i,0.00240841511243099-0.00178960767541348i,0.000897529830700716-0.00220229147989076i,-0.00100675753730198-0.000996866034936891i,-5.85302949632429e-05+0.000241038248344097i,0.00175429879052816+0.000995119474564855i,4.68824354561308e-05-9.23499919708224e-05i,-0.000405173427584723-0.000696738096551871i,-0.000836132234332953+0.000632082251317916i,0.000607729677626241+0.000966922460250086i,0.000479485476268553-9.937971680252e-05i,-0.000303403491331501-0.000442230961657715i,-0.000686981215174202-0.000527569311319204i,-0.00141031146881458-0.000918355086331207i,0.000154091650943998+0.000475686611962033i,0.000132734807896942+0.000379747914624266i,-9.83539901886463e-05-0.00101004905751275i
